id         ,title                                                                                                                                                                                   ,categories                                               ,abstract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,doi                                                                     ,created    ,updated    ,authors
2204.13335 ,anomaly detection by leveraging incomplete anomalous knowledge with   anomaly-aware bidirectional gans                                                                                  ,cs.lg                                                    ,"the goal of anomaly detection is to identify anomalous samples from normal ones. in this paper, a small number of anomalies are assumed to be available at the training stage, but they are assumed to be collected only from several anomaly types, leaving the majority of anomaly types not represented in the collected anomaly dataset at all. to effectively leverage this kind of incomplete anomalous knowledge represented by the collected anomalies, we propose to learn a probability distribution that can not only model the normal samples, but also guarantee to assign low density values for the collected anomalies. to this end, an anomaly-aware generative adversarial network (gan) is developed, which, in addition to modeling the normal samples as most gans do, is able to explicitly avoid assigning probabilities for collected anomalous samples. moreover, to facilitate the computation of anomaly detection criteria like reconstruction error, the proposed anomaly-aware gan is designed to be bidirectional, attaching an encoder for the generator. extensive experimental results demonstrate that our proposed method is able to effectively make use of the incomplete anomalous information, leading to significant performance gains compared to existing methods."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,                                                                        ,2022-04-28 ,2022-05-01 ,"['bowen tian', 'qinliang su', 'jian yin']"
2204.13409 ,weanf: weak supervision with normalizing flows                                                                                                                                          ,cs.cl cs.lg                                              ,"a popular approach to decrease the need for costly manual annotation of large data sets is weak supervision, which introduces problems of noisy labels, coverage and bias. methods for overcoming these problems have either relied on discriminative models, trained with cost functions specific to weak supervision, and more recently, generative models, trying to model the output of the automatic annotation process. in this work, we explore a novel direction of generative modeling for weak supervision: instead of modeling the output of the annotation process (the labeling function matches), we generatively model the input-side data distributions (the feature space) covered by labeling functions. specifically, we estimate a density for each weak labeling source, or labeling function, by using normalizing flows. an integral part of our method is the flow-based modeling of multiple simultaneously matching labeling functions, and therefore phenomena such as labeling function overlap and correlations are captured. we analyze the effectiveness and modeling capabilities on various commonly used weak supervision data sets, and show that weakly supervised normalizing flows compare favorably to standard weak supervision baselines."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,                                                                        ,2022-04-28 ,2022-05-02 ,"['andreas stephan', 'benjamin roth']"
2204.13574 ,an explainable regression framework for predicting remaining useful life   of machines                                                                                                  ,cs.lg cs.ai                                              ,"prediction of a machine's remaining useful life (rul) is one of the key tasks in predictive maintenance. the task is treated as a regression problem where machine learning (ml) algorithms are used to predict the rul of machine components. these ml algorithms are generally used as a black box with a total focus on the performance without identifying the potential causes behind the algorithms' decisions and their working mechanism. we believe, the performance (in terms of mean squared error (mse), etc.,) alone is not enough to build the trust of the stakeholders in ml prediction rather more insights on the causes behind the predictions are needed. to this aim, in this paper, we explore the potential of explainable ai (xai) techniques by proposing an explainable regression framework for the prediction of machines' rul. we also evaluate several ml algorithms including classical and neural networks (nns) based solutions for the task. for the explanations, we rely on two model agnostic xai methods namely local interpretable model-agnostic explanations (lime) and shapley additive explanations (shap). we believe, this work will provide a baseline for future research in the domain."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,                                                                        ,2022-04-28 ,2022-04-30 ,"['talhat khan', 'kashif ahmad', 'jebran khan', 'imran khan', 'nasir ahmad']"
2204.13697 ,federated learning: balancing the thin line between data intelligence   and privacy                                                                                                     ,cs.lg cs.ai cs.cv eess.iv                                ,"federated learning holds great promise in learning from fragmented sensitive data and has revolutionized how machine learning models are trained. this article provides a systematic overview and detailed taxonomy of federated learning. we investigate the existing security challenges in federated learning and provide a comprehensive overview of established defense techniques for data poisoning, inference attacks, and model poisoning attacks. the work also presents an overview of current training challenges for federated learning, focusing on handling non-i.i.d. data, high dimensionality issues, and heterogeneous architecture, and discusses several solutions for the associated challenges. finally, we discuss the remaining challenges in managing federated learning training and suggest focused research directions to address the open questions. potential candidate areas for federated learning, including iot ecosystem, healthcare applications, are discussed with a particular focus on banking and financial domains."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                        ,2022-04-22 ,           ,"['sherin mary mathews', 'samuel a. assefa']"
2204.13700 ,identifying critical lms features for predicting at-risk students                                                                                                                       ,cs.cy cs.lg                                              ,"learning management systems (lmss) have become essential in higher education and play an important role in helping educational institutions to promote student success. traditionally, lmss have been used by postsecondary institutions in administration, reporting, and delivery of educational content. in this paper, we present an additional use of lms by using its data logs to perform data-analytics and identify academically at-risk students. the data-driven insights would allow educational institutions and educators to develop and implement pedagogical interventions targeting academically at-risk students. we used anonymized data logs created by brightspace lms during fall 2019, spring 2020, and fall 2020 semesters at our college. supervised machine learning algorithms were used to predict the final course performance of students, and several algorithms were found to perform well with accuracy above 90%. shap value method was used to assess the relative importance of features used in the predictive models. unsupervised learning was also used to group students into different clusters based on the similarities in their interaction/involvement with lms. in both of supervised and unsupervised learning, we identified two most-important features (number_of_assignment_submissions and content_completed). more importantly, our study lays a foundation and provides a framework for developing a real-time data analytics metric that may be incorporated into a lms."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,                                                                        ,2022-04-27 ,           ,"['ying guo', 'cengiz gunay', 'sairam tangirala', 'david kerven', 'wei jin', 'jamye curry savage', 'seungjin lee']"
2204.13702 ,neighbor-based optimized logistic regression machine learning model for   electric vehicle occupancy detection                                                                          ,cs.lg                                                    ,"this paper presents an optimized logistic regression machine learning model that predicts the occupancy of an electric vehicle (ev) charging station given the occupancy of neighboring stations. the model was optimized for the time of day. trained on data from 57 ev charging stations around the university of california san diego campus, the model achieved an 88.43% average accuracy and 92.23% maximum accuracy in predicting occupancy, outperforming a persistence model benchmark."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,                                                                        ,2022-04-27 ,           ,"['sayan shaw', 'keaton chia', 'jan kleissl']"
2204.13707 ,tag-assisted multimodal sentiment analysis under uncertain missing   modalities                                                                                                         ,cs.lg cs.ai                                              ,"multimodal sentiment analysis has been studied under the assumption that all modalities are available. however, such a strong assumption does not always hold in practice, and most of multimodal fusion models may fail when partial modalities are missing. several works have addressed the missing modality problem; but most of them only considered the single modality missing case, and ignored the practically more general cases of multiple modalities missing. to this end, in this paper, we propose a tag-assisted transformer encoder (tate) network to handle the problem of missing uncertain modalities. specifically, we design a tag encoding module to cover both the single modality and multiple modalities missing cases, so as to guide the network's attention to those missing modalities. besides, we adopt a new space projection pattern to align common vectors. then, a transformer encoder-decoder network is utilized to learn the missing modality features. at last, the outputs of the transformer encoder are used for the final sentiment classification. extensive experiments are conducted on cmu-mosi and iemocap datasets, showing that our method can achieve significant improvements compared with several baselines."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                        ,2022-04-28 ,           ,"['jiandian zeng', 'tianyi liu', 'jiantao zhou']"
2204.13744 ,gcn-ffnn: a two-stream deep model for learning solution to partial   differential equations                                                                                             ,cs.lg cs.na math.na physics.comp-ph                      ,"this paper introduces a novel two-stream deep model based on graph convolutional network (gcn) architecture and feed-forward neural networks (ffnn) for learning the solution of nonlinear partial differential equations (pdes). the model aims at incorporating both graph and grid input representations using two streams corresponding to gcn and ffnn models, respectively. each stream layer receives and processes its own input representation. as opposed to ffnn which receives a grid-like structure, the gcn stream layer operates on graph input data where the neighborhood information is incorporated through the adjacency matrix of the graph. in this way, the proposed gcn-ffnn model learns from two types of input representations, i.e. grid and graph data, obtained via the discretization of the pde domain. the gcn-ffnn model is trained in two phases. in the first phase, the model parameters of each stream are trained separately. both streams employ the same error function to adjust their parameters by enforcing the models to satisfy the given pde as well as its initial and boundary conditions on grid or graph collocation (training) data. in the second phase, the learned parameters of two-stream layers are frozen and their learned representation solutions are fed to fully connected layers whose parameters are learned using the previously used error function. the learned gcn-ffnn model is tested on test data located both inside and outside the pde domain. the obtained numerical results demonstrate the applicability and efficiency of the proposed gcn-ffnn model over individual gcn and ffnn models on 1d-burgers, 1d-schr\""odinger, 2d-burgers and 2d-schr\""odinger equations."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,                                                                        ,2022-04-28 ,           ,"['onur bilgin', 'thomas vergutz', 'siamak mehrkanoon']"
2204.13751 ,beinit: avoiding barren plateaus in variational quantum algorithms                                                                                                                      ,quant-ph cs.lg                                           ,"barren plateaus are a notorious problem in the optimization of variational quantum algorithms and pose a critical obstacle in the quest for more efficient quantum machine learning algorithms. many potential reasons for barren plateaus have been identified but few solutions have been proposed to avoid them in practice. existing solutions are mainly focused on the initialization of unitary gate parameters without taking into account the changes induced by input data. in this paper, we propose an alternative strategy which initializes the parameters of a unitary gate by drawing from a beta distribution. the hyperparameters of the beta distribution are estimated from the data. to further prevent barren plateau during training we add a novel perturbation at every gradient descent step. taking these ideas together, we empirically show that our proposed framework significantly reduces the possibility of a complex quantum neural network getting stuck in a barren plateau."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,                                                                        ,2022-04-28 ,           ,"['ankit kulshrestha', 'ilya safro']"
2204.13765 ,probabilistic permutation graph search: black-box optimization for   fairness in ranking                                                                                                ,cs.lg cs.ir                                              ,"there are several measures for fairness in ranking, based on different underlying assumptions and perspectives. pl optimization with the reinforce algorithm can be used for optimizing black-box objective functions over permutations. in particular, it can be used for optimizing fairness measures. however, though effective for queries with a moderate number of repeating sessions, pl optimization has room for improvement for queries with a small number of repeating sessions.   in this paper, we present a novel way of representing permutation distributions, based on the notion of permutation graphs. similar to pl, our distribution representation, called ppg, can be used for black-box optimization of fairness. different from pl, where pointwise logits are used as the distribution parameters, in ppg pairwise inversion probabilities together with a reference permutation construct the distribution. as such, the reference permutation can be set to the best sampled permutation regarding the objective function, making ppg suitable for both deterministic and stochastic rankings. our experiments show that ppg, while comparable to pl for larger session repetitions (i.e., stochastic ranking), improves over pl for optimizing fairness metrics for queries with one session (i.e., deterministic ranking). additionally, when accurate utility estimations are available, e.g., in tabular models, the performance of ppg in fairness optimization is significantly boosted compared to lower quality utility estimations from a learning to rank model, leading to a large performance gap with pl. finally, the pairwise probabilities make it possible to impose pairwise constraints such as ""item $d_1$ should always be ranked higher than item $d_2$."" such constraints can be used to simultaneously optimize the fairness metric and control another objective such as ranking performance."                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,10.1145/3477495.3532045                                                 ,2022-04-28 ,           ,"['ali vardasbi', 'fatemeh sarvi', 'maarten de rijke']"
2204.13767 ,"triformer: triangular, variable-specific attentions for long sequence   multivariate time series forecasting--full version"                                                            ,cs.lg                                                    ,"a variety of real-world applications rely on far future information to make decisions, thus calling for efficient and accurate long sequence multivariate time series forecasting. while recent attention-based forecasting models show strong abilities in capturing long-term dependencies, they still suffer from two key limitations. first, canonical self attention has a quadratic complexity w.r.t. the input time series length, thus falling short in efficiency. second, different variables' time series often have distinct temporal dynamics, which existing studies fail to capture, as they use the same model parameter space, e.g., projection matrices, for all variables' time series, thus falling short in accuracy. to ensure high efficiency and accuracy, we propose triformer, a triangular, variable-specific attention. (i) linear complexity: we introduce a novel patch attention with linear complexity. when stacking multiple layers of the patch attentions, a triangular structure is proposed such that the layer sizes shrink exponentially, thus maintaining linear complexity. (ii) variable-specific parameters: we propose a light-weight method to enable distinct sets of model parameters for different variables' time series to enhance accuracy without compromising efficiency and memory usage. strong empirical evidence on four datasets from multiple domains justifies our design choices, and it demonstrates that triformer outperforms state-of-the-art methods w.r.t. both accuracy and efficiency. this is an extended version of ""triformer: triangular, variable-specific attentions for long sequence multivariate time series forecasting"", to appear in ijcai 2022 [cirstea et al., 2022a], including additional experimental results."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,                                                                        ,2022-04-28 ,           ,"['razvan-gabriel cirstea', 'chenjuan guo', 'bin yang', 'tung kieu', 'xuanyi dong', 'shirui pan']"
2204.13808 ,analysing the influence of attack configurations on the reconstruction   of medical images in federated learning                                                                        ,eess.iv cs.cr cs.cv cs.lg                                ,"the idea of federated learning is to train deep neural network models collaboratively and share them with multiple participants without exposing their private training data to each other. this is highly attractive in the medical domain due to patients' privacy records. however, a recently proposed method called deep leakage from gradients enables attackers to reconstruct data from shared gradients. this study shows how easy it is to reconstruct images for different data initialization schemes and distance measures. we show how data and model architecture influence the optimal choice of initialization scheme and distance measure configurations when working with single images. we demonstrate that the choice of initialization scheme and distance measure can significantly increase convergence speed and quality. furthermore, we find that the optimal attack configuration depends largely on the nature of the target image distribution and the complexity of the model architecture."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                        ,2022-04-25 ,           ,"['mads emil dahlgaard', 'morten wehlast jørgensen', 'niels asp fuglsang', 'hiba nassar']"
2204.13812 ,visualization and optimization techniques for high dimensional parameter   spaces                                                                                                       ,cs.hc cs.ai cs.gr cs.lg                                  ,"high dimensional parameter space optimization is crucial in many applications. the parameters affecting this performance can be both numerical and categorical in their type. the existing techniques of black-box optimization and visual analytics are good in dealing with numerical parameters but analyzing categorical variables in context of the numerical variables are not well studied. hence, we propose a novel approach, to create an auto-tuning framework for storage systems optimization combining both direct optimization techniques and visual analytics research. while the optimization algorithm will be the core of the system, visual analytics will provide a guideline with the help of an external agent (expert) to provide crucial hints to narrow down the large search space for the optimization engine. as part of the initial step towards creating an auto-tuning engine for storage systems optimization, we created an interactive configuration explorer \textit{ice}, which directly addresses the need of analysts to learn how the dependent numerical variable is affected by the parameter settings given multiple optimization objectives. no information is lost as ice shows the complete distribution and statistics of the dependent variable in context with each categorical variable. analysts can interactively filter the variables to optimize for certain goals such as achieving a system with maximum performance, low variance, etc. our system was developed in tight collaboration with a group of systems performance researchers and its final effectiveness was evaluated with expert interviews, a comparative user study, and two case studies. we also discuss our research plan for creating an efficient auto-tuning framework combining black-box optimization and visual analytics for storage systems performance optimization."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,                                                                        ,2022-04-28 ,           ,['anjul tyagi']
2204.13814 ,an online ensemble learning model for detecting attacks in wireless   sensor networks                                                                                                   ,cs.ni cs.cr cs.lg                                        ,"in today's modern world, the usage of technology is unavoidable and the rapid advances in the internet and communication fields have resulted to expand the wireless sensor network (wsn) technology. a huge number of sensing devices collect and/or generate numerous sensory data throughout time for a wide range of fields and applications. however, wsn has been proven to be vulnerable to security breaches, the harsh and unattended deployment of these networks, combined with their constrained resources and the volume of data generated introduce a major security concern. wsn applications are extremely critical, it is essential to build reliable solutions that involve fast and continuous mechanisms for online data stream analysis enabling the detection of attacks and intrusions. in this context, our aim is to develop an intelligent, efficient, and updatable intrusion detection system by applying an important machine learning concept known as ensemble learning in order to improve detection performance. although ensemble models have been proven to be useful in offline learning, they have received less attention in streaming applications. in this paper, we examine the application of different homogeneous and heterogeneous online ensembles in sensory data analysis, on a specialized wireless sensor network-detection system (wsn-ds) dataset in order to classify four types of attacks: blackhole attack, grayhole, flooding, and scheduling among normal network traffic. among the proposed novel online ensembles, both the heterogeneous ensemble consisting of an adaptive random forest (arf) combined with the hoeffding adaptive tree (hat) algorithm and the homogeneous ensemble hat made up of 10 models achieved higher detection rates of 96.84% and 97.2%, respectively. the above models are efficient and effective in dealing with concept drift, while taking into account the resource constraints of wsns."                                                                                                                                                                                                                                                                                                                                                                                                                                       ,                                                                        ,2022-04-28 ,           ,"['hiba tabbaa', 'samir ifzarne', 'imad hafidi']"
2204.13819 ,automatic machine learning for multi-receiver cnn technology classifiers                                                                                                                ,cs.lg cs.ni eess.sp                                      ,"convolutional neural networks (cnns) are one of the most studied family of deep learning models for signal classification, including modulation, technology, detection, and identification. in this work, we focus on technology classification based on raw i/q samples collected from multiple synchronized receivers. as an example use case, we study protocol identification of wi-fi, lte-laa, and 5g nr-u technologies that coexist over the 5 ghz unlicensed national information infrastructure (u-nii) bands. designing and training accurate cnn classifiers involve significant time and effort that goes into fine-tuning a model's architectural settings and determining the appropriate hyperparameter configurations, such as learning rate and batch size. we tackle the former by defining architectural settings themselves as hyperparameters. we attempt to automatically optimize these architectural parameters, along with other preprocessing (e.g., number of i/q samples within each classifier input) and learning hyperparameters, by forming a hyperparameter optimization (hyperopt) problem, which we solve in a near-optimal fashion using the hyperband algorithm. the resulting near-optimal cnn (ocnn) classifier is then used to study classification accuracy for ota as well as simulations datasets, considering various snr values. we show that the number of receivers to construct multi-channel inputs for cnns should be defined as a preprocessing hyperparameter to be optimized via hyperband. ota results reveal that our ocnn classifiers improve classification accuracy by 24.58% compared to manually tuned cnns. we also study the effect of min-max normalization of i/q samples within each classifier's input on generalization accuracy over simulated datasets with snrs other than training set's snr and show an average of 108.05% improvement when i/q samples are normalized."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,10.1145/3522783.3529524 10.1145/3522783.3529524 10.1145/3522783.3529524 ,2022-04-28 ,           ,"['amir-hossein yazdani-abyaneh', 'marwan krunz']"
2204.13838 ,noise-reducing attention cross fusion learning transformer for   histological image classification of osteosarcoma                                                                      ,eess.iv cs.cv cs.lg                                      ,"the degree of malignancy of osteosarcoma and its tendency to metastasize/spread mainly depend on the pathological grade (determined by observing the morphology of the tumor under a microscope). the purpose of this study is to use artificial intelligence to classify osteosarcoma histological images and to assess tumor survival and necrosis, which will help doctors reduce their workload, improve the accuracy of osteosarcoma cancer detection, and make a better prognosis for patients. the study proposes a typical transformer image classification framework by integrating noise reduction convolutional autoencoder and feature cross fusion learning (nrca-fcfl) to classify osteosarcoma histological images. noise reduction convolutional autoencoder could well denoise histological images of osteosarcoma, resulting in more pure images for osteosarcoma classification. moreover, we introduce feature cross fusion learning, which integrates two scale image patches, to sufficiently explore their interactions by using additional classification tokens. as a result, a refined fusion feature is generated, which is fed to the residual neural network for label predictions. we conduct extensive experiments to evaluate the performance of the proposed approach. the experimental results demonstrate that our method outperforms the traditional and deep learning approaches on various evaluation metrics, with an accuracy of 99.17% to support osteosarcoma diagnosis."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,                                                                        ,2022-04-28 ,           ,"['liangrui pan', 'hetian wang', 'lian wang', 'boya ji', 'mingting liu', 'mitchai chongcheawchamnan', 'jin yuan', 'shaoliang peng']"
2204.13845 ,gendr: a generalized differentiable renderer                                                                                                                                            ,cs.cv cs.lg                                              ,"in this work, we present and study a generalized family of differentiable renderers. we discuss from scratch which components are necessary for differentiable rendering and formalize the requirements for each component. we instantiate our general differentiable renderer, which generalizes existing differentiable renderers like softras and dib-r, with an array of different smoothing distributions to cover a large spectrum of reasonable settings. we evaluate an array of differentiable renderer instantiations on the popular shapenet 3d reconstruction benchmark and analyze the implications of our results. surprisingly, the simple uniform distribution yields the best overall results when averaged over 13 classes; in general, however, the optimal choice of distribution heavily depends on the task."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,                                                                        ,2022-04-28 ,           ,"['felix petersen', 'bastian goldluecke', 'christian borgelt', 'oliver deussen']"
